customer_id,first_name,last_name,email,signup_date,customer_type,acquisition_channel,city,province,country,region_id
244,Amelia,Taylor,amelia.taylor115@shaw.ca,2023-09-16,New,Paid Ads,Halifax,Nova Scotia,Canada,2
245,Liam,Roy,liam.roy116@hotmail.com,2023-09-18,New,Email,Red Deer,Alberta,Canada,2
246,Amelia,Lee,amelia.lee638@telus.net,2023-01-13,Returning,Email,Burnaby,British Columbia,Canada,1
247,Emma,Roberts,emma.roberts896@telus.net,2023-11-15,Returning,Organic,Surrey,British Columbia,Canada,1
248,Liam,Patel,liam.patel615@telus.net,2024-07-03,New,Paid Ads,Winnipeg,Manitoba,Canada,1
249,Ava,Nguyen,ava.nguyen569@hotmail.com,2024-08-03,Returning,Email,Coquitlam,British Columbia,Canada,2
250,Chloe,Smith,chloe.smith536@telus.net,2023-11-30,VIP,Referral,Surrey,British Columbia,Canada,1
251,Hannah,Taylor,hannah.taylor182@gmail.com,2024-08-10,New,Organic,Longueuil,Quebec,Canada,6
252,Noah,Nguyen,noah.nguyen381@shaw.ca,2024-07-25,Returning,Email,Calgary,Alberta,Canada,3
253,Daniel,Wilson,daniel.wilson711@telus.net,2023-08-17,New,Paid Ads,Winnipeg,Manitoba,Canada,3
254,James,Walker,james.walker912@gmail.com,2023-06-14,Returning,Referral,Longueuil,Quebec,Canada,6
255,Grace,Taylor,grace.taylor562@telus.net,2024-02-14,VIP,Organic,Halifax,Nova Scotia,Canada,5
256,Natalie,White,natalie.white508@telus.net,2023-02-11,New,Email,Quebec City,Quebec,Canada,6
257,Lucas,Roberts,lucas.roberts420@telus.net,2024-11-21,Returning,Organic,Richmond,British Columbia,Canada,1
258,Hannah,Lee,hannah.lee168@telus.net,2024-10-26,New,Referral,Mississauga,Ontario,Canada,2
259,Sophia,Pelletier,sophia.pelletier198@telus.net,2024-09-07,New,Referral,Vancouver,British Columbia,Canada,3
260,Zoe,Roberts,zoe.roberts700@gmail.com,2023-07-17,VIP,Referral,Mississauga,Ontario,Canada,3
261,William,Singh,william.singh462@telus.net,2024-07-07,New,Referral,Toronto,Ontario,Canada,5
262,Laura,Clark,laura.clark714@hotmail.com,2023-10-16,Returning,Referral,Montreal,Quebec,Canada,3
263,Ella,Young,ella.young258@shaw.ca,2024-02-24,VIP,Organic,Coquitlam,British Columbia,Canada,1
264,Hannah,Chen,hannah.chen965@hotmail.com,2024-02-15,Returning,Paid Ads,Calgary,Alberta,Canada,4
265,William,Young,william.young926@shaw.ca,2024-08-20,Returning,Organic,Richmond,British Columbia,Canada,3
266,Lucas,Bouchard,lucas.bouchard129@hotmail.com,2023-04-28,Returning,Referral,Winnipeg,Manitoba,Canada,4
267,Amelia,Lee,amelia.lee459@hotmail.com,2023-08-04,Returning,Referral,Halifax,Nova Scotia,Canada,5
268,Emily,Martin,emily.martin171@telus.net,2024-10-09,New,Referral,Red Deer,Alberta,Canada,4
269,Charlotte,Roberts,charlotte.roberts864@gmail.com,2024-11-15,Returning,Referral,Halifax,Nova Scotia,Canada,3
270,James,Thompson,james.thompson449@telus.net,2023-10-19,Returning,Referral,Longueuil,Quebec,Canada,5
271,Amelia,Young,amelia.young153@gmail.com,2024-10-21,New,Paid Ads,Ottawa,Ontario,Canada,6
272,Charlotte,Martin,charlotte.martin378@gmail.com,2023-05-14,New,Referral,Winnipeg,Manitoba,Canada,2
273,Ethan,Clark,ethan.clark524@telus.net,2023-10-29,Returning,Paid Ads,Longueuil,Quebec,Canada,5
274,Mia,Thompson,mia.thompson540@hotmail.com,2024-09-07,Returning,Organic,Winnipeg,Manitoba,Canada,1
275,Emma,Walker,emma.walker146@hotmail.com,2024-09-14,Returning,Referral,Halifax,Nova Scotia,Canada,4
276,Ava,King,ava.king309@gmail.com,2023-12-22,VIP,Organic,Winnipeg,Manitoba,Canada,5
277,Ella,Thompson,ella.thompson435@hotmail.com,2023-05-07,New,Email,Edmonton,Alberta,Canada,2
278,Emma,Smith,emma.smith232@shaw.ca,2023-02-20,Returning,Email,Longueuil,Quebec,Canada,1
279,Benjamin,Singh,benjamin.singh173@hotmail.com,2024-02-11,New,Organic,Halifax,Nova Scotia,Canada,5
280,Benjamin,Bouchard,benjamin.bouchard119@telus.net,2023-12-12,Returning,Paid Ads,Halifax,Nova Scotia,Canada,1
281,Ethan,Morin,ethan.morin687@telus.net,2023-01-01,VIP,Referral,Richmond,British Columbia,Canada,3
282,Benjamin,Lewis,benjamin.lewis217@hotmail.com,2024-10-22,New,Organic,Halifax,Nova Scotia,Canada,1
283,Benjamin,Smith,benjamin.smith951@telus.net,2023-07-21,Returning,Organic,Mississauga,Ontario,Canada,2
284,Grace,Morin,grace.morin964@telus.net,2024-07-28,New,Paid Ads,Toronto,Ontario,Canada,3
285,Emma,White,emma.white505@gmail.com,2024-01-21,New,Referral,Longueuil,Quebec,Canada,2
286,Laura,Walker,laura.walker441@shaw.ca,2023-12-13,New,Referral,Halifax,Nova Scotia,Canada,3
287,Madison,Martin,madison.martin643@gmail.com,2023-06-28,New,Organic,Coquitlam,British Columbia,Canada,4
288,James,Thompson,james.thompson341@shaw.ca,2024-12-10,New,Organic,Ottawa,Ontario,Canada,1
289,Emma,Anderson,emma.anderson716@shaw.ca,2023-10-12,Returning,Paid Ads,Mississauga,Ontario,Canada,2
290,Charlotte,Gagnon,charlotte.gagnon891@shaw.ca,2023-06-05,New,Organic,Halifax,Nova Scotia,Canada,1
291,Chloe,Chen,chloe.chen984@hotmail.com,2023-03-25,New,Email,Longueuil,Quebec,Canada,6
292,Chloe,Hall,chloe.hall580@gmail.com,2023-12-08,New,Organic,Edmonton,Alberta,Canada,1
293,Ethan,Wilson,ethan.wilson460@gmail.com,2023-11-23,Returning,Organic,Ottawa,Ontario,Canada,6
294,James,Brown,james.brown138@telus.net,2023-08-03,New,Email,Hamilton,Ontario,Canada,3
295,Olivia,Young,olivia.young729@gmail.com,2023-11-14,New,Organic,Toronto,Ontario,Canada,1
296,Daniel,Patel,daniel.patel560@gmail.com,2024-03-04,New,Email,Longueuil,Quebec,Canada,3
297,Julia,Roy,julia.roy719@hotmail.com,2023-01-18,New,Referral,Winnipeg,Manitoba,Canada,2
298,Oliver,Patel,oliver.patel205@telus.net,2023-07-13,Returning,Organic,Calgary,Alberta,Canada,2
299,Sarah,Tremblay,sarah.tremblay140@shaw.ca,2023-08-10,Returning,Referral,Toronto,Ontario,Canada,4
300,Ava,Lewis,ava.lewis472@shaw.ca,2023-09-21,VIP,Referral,Longueuil,Quebec,Canada,3
301,Liam,Morin,liam.morin893@telus.net,2024-04-02,VIP,Paid Ads,Hamilton,Ontario,Canada,4
302,Noah,Clark,noah.clark167@hotmail.com,2023-03-28,VIP,Email,Winnipeg,Manitoba,Canada,2
303,Noah,Taylor,noah.taylor358@hotmail.com,2024-01-26,Returning,Organic,Winnipeg,Manitoba,Canada,1
304,Zoe,Bouchard,zoe.bouchard183@hotmail.com,2024-03-18,Returning,Email,Halifax,Nova Scotia,Canada,6
305,Alexander,Clark,alexander.clark771@hotmail.com,2023-08-27,Returning,Referral,Edmonton,Alberta,Canada,1
306,Grace,Clark,grace.clark417@gmail.com,2024-08-26,New,Paid Ads,Laval,Quebec,Canada,3
307,William,King,william.king786@shaw.ca,2023-04-06,VIP,Email,Halifax,Nova Scotia,Canada,6
308,Grace,Pelletier,grace.pelletier620@telus.net,2024-05-05,VIP,Email,Halifax,Nova Scotia,Canada,5
309,Liam,Smith,liam.smith319@shaw.ca,2023-07-01,New,Referral,Ottawa,Ontario,Canada,2
310,Noah,Gagnon,noah.gagnon240@shaw.ca,2023-01-07,Returning,Organic,Laval,Quebec,Canada,5
311,Charlotte,Brown,charlotte.brown777@gmail.com,2023-05-27,New,Referral,Toronto,Ontario,Canada,4
312,Noah,Tremblay,noah.tremblay257@telus.net,2023-10-12,New,Paid Ads,Winnipeg,Manitoba,Canada,1
313,Amelia,Martin,amelia.martin144@telus.net,2024-12-09,New,Paid Ads,Halifax,Nova Scotia,Canada,2
314,Lucas,Young,lucas.young725@telus.net,2024-12-07,Returning,Email,Halifax,Nova Scotia,Canada,4
315,Ella,Gagnon,ella.gagnon646@shaw.ca,2023-09-18,New,Email,Halifax,Nova Scotia,Canada,6
316,Ava,Walker,ava.walker794@hotmail.com,2023-08-14,VIP,Referral,Laval,Quebec,Canada,4
317,Alexander,Lopez,alexander.lopez614@telus.net,2024-05-20,Returning,Email,Quebec City,Quebec,Canada,1
318,James,Wright,james.wright993@shaw.ca,2024-12-14,Returning,Referral,Calgary,Alberta,Canada,6
319,Mia,Johnson,mia.johnson667@hotmail.com,2023-05-08,New,Paid Ads,Halifax,Nova Scotia,Canada,3
320,Julia,Taylor,julia.taylor185@hotmail.com,2023-07-28,New,Email,Halifax,Nova Scotia,Canada,2
321,Madison,Martin,madison.martin950@shaw.ca,2023-08-25,New,Organic,Hamilton,Ontario,Canada,6
322,Lucas,Brown,lucas.brown127@hotmail.com,2023-10-05,Returning,Email,Edmonton,Alberta,Canada,2
323,Lucas,Johnson,lucas.johnson495@shaw.ca,2024-03-17,VIP,Paid Ads,Quebec City,Quebec,Canada,5
324,Sophia,Young,sophia.young201@hotmail.com,2023-03-16,Returning,Email,Calgary,Alberta,Canada,5
325,Rachel,Lewis,rachel.lewis240@shaw.ca,2023-02-11,Returning,Paid Ads,Halifax,Nova Scotia,Canada,2
326,Olivia,Walker,olivia.walker559@telus.net,2023-01-17,New,Paid Ads,Laval,Quebec,Canada,2
327,Daniel,Smith,daniel.smith320@hotmail.com,2024-08-10,New,Paid Ads,Vancouver,British Columbia,Canada,6
328,Rachel,Anderson,rachel.anderson894@gmail.com,2023-01-27,VIP,Paid Ads,Winnipeg,Manitoba,Canada,3
329,Ella,White,ella.white344@gmail.com,2023-06-17,New,Organic,Toronto,Ontario,Canada,1
330,Lucas,Wilson,lucas.wilson213@gmail.com,2024-03-30,Returning,Organic,Winnipeg,Manitoba,Canada,2
331,Rachel,Tremblay,rachel.tremblay835@shaw.ca,2024-04-20,Returning,Paid Ads,Montreal,Quebec,Canada,2
332,Charlotte,Walker,charlotte.walker346@hotmail.com,2023-12-29,New,Organic,Montreal,Quebec,Canada,4
333,Alexander,Wright,alexander.wright636@gmail.com,2024-01-06,New,Organic,Red Deer,Alberta,Canada,3
334,Liam,Brown,liam.brown994@telus.net,2023-10-23,New,Email,Winnipeg,Manitoba,Canada,1
335,Oliver,Johnson,oliver.johnson359@hotmail.com,2023-07-06,New,Referral,Halifax,Nova Scotia,Canada,6
336,Zoe,Smith,zoe.smith346@hotmail.com,2023-04-08,New,Email,Toronto,Ontario,Canada,6
337,Zoe,Clark,zoe.clark236@hotmail.com,2024-02-10,Returning,Organic,Halifax,Nova Scotia,Canada,2
338,Olivia,Young,olivia.young950@shaw.ca,2024-07-01,Returning,Referral,Winnipeg,Manitoba,Canada,3
339,Madison,Clark,madison.clark930@shaw.ca,2023-09-01,New,Paid Ads,Longueuil,Quebec,Canada,3
340,Charlotte,Brown,charlotte.brown400@gmail.com,2023-12-31,New,Organic,Halifax,Nova Scotia,Canada,2
341,Isabella,Johnson,isabella.johnson417@hotmail.com,2024-03-25,New,Organic,Calgary,Alberta,Canada,1
342,James,King,james.king137@hotmail.com,2024-10-02,New,Referral,Winnipeg,Manitoba,Canada,2
343,Madison,Wilson,madison.wilson982@hotmail.com,2023-01-25,New,Referral,Edmonton,Alberta,Canada,2
344,Madison,Johnson,madison.johnson227@hotmail.com,2023-08-17,New,Referral,Halifax,Nova Scotia,Canada,6
345,Sarah,Young,sarah.young495@telus.net,2023-04-12,Returning,Referral,Longueuil,Quebec,Canada,5
346,Noah,Martin,noah.martin916@hotmail.com,2023-02-13,Returning,Organic,Longueuil,Quebec,Canada,5
347,James,Lee,james.lee540@gmail.com,2023-01-17,VIP,Referral,Surrey,British Columbia,Canada,1
348,Daniel,Pelletier,daniel.pelletier428@hotmail.com,2023-01-12,Returning,Email,Red Deer,Alberta,Canada,3
349,Emma,Brown,emma.brown556@hotmail.com,2024-10-22,Returning,Organic,Ottawa,Ontario,Canada,6
350,Daniel,Lewis,daniel.lewis459@telus.net,2024-12-10,VIP,Paid Ads,Laval,Quebec,Canada,1
351,Ethan,Johnson,ethan.johnson381@telus.net,2023-09-25,New,Paid Ads,Halifax,Nova Scotia,Canada,1
352,Chloe,Roy,chloe.roy472@telus.net,2024-06-21,New,Paid Ads,Vancouver,British Columbia,Canada,1
353,James,Roy,james.roy246@gmail.com,2023-03-27,VIP,Paid Ads,Halifax,Nova Scotia,Canada,5
354,Laura,Nguyen,laura.nguyen229@gmail.com,2024-06-02,New,Email,Halifax,Nova Scotia,Canada,2
355,Sophia,White,sophia.white492@hotmail.com,2024-04-21,New,Paid Ads,Halifax,Nova Scotia,Canada,4
356,Alexander,Johnson,alexander.johnson479@telus.net,2024-02-06,Returning,Referral,Winnipeg,Manitoba,Canada,1
357,Liam,Lopez,liam.lopez642@shaw.ca,2024-06-09,Returning,Referral,Coquitlam,British Columbia,Canada,4
358,Liam,King,liam.king216@shaw.ca,2023-07-07,New,Referral,Ottawa,Ontario,Canada,5
359,Emily,Roberts,emily.roberts675@telus.net,2023-06-20,New,Referral,Edmonton,Alberta,Canada,4
360,Emma,Lee,emma.lee726@shaw.ca,2023-02-08,New,Organic,Hamilton,Ontario,Canada,4
361,Ella,Lewis,ella.lewis238@gmail.com,2023-12-15,Returning,Organic,Laval,Quebec,Canada,2
362,Laura,Brown,laura.brown189@telus.net,2023-06-10,VIP,Paid Ads,Laval,Quebec,Canada,4
363,Sarah,Clark,sarah.clark663@gmail.com,2024-03-25,New,Paid Ads,Ottawa,Ontario,Canada,2
364,William,Walker,william.walker912@shaw.ca,2024-02-18,New,Organic,Mississauga,Ontario,Canada,5
365,Liam,Patel,liam.patel911@shaw.ca,2023-10-01,VIP,Referral,Calgary,Alberta,Canada,3
366,Charlotte,White,charlotte.white667@hotmail.com,2023-02-08,New,Organic,Montreal,Quebec,Canada,6
367,Alexander,Young,alexander.young167@gmail.com,2024-04-21,New,Email,Laval,Quebec,Canada,1
368,Ella,King,ella.king887@telus.net,2023-09-29,VIP,Referral,Halifax,Nova Scotia,Canada,1
369,Lucas,Pelletier,lucas.pelletier424@shaw.ca,2023-09-23,New,Referral,Winnipeg,Manitoba,Canada,4
370,Chloe,Brown,chloe.brown231@hotmail.com,2024-01-24,Returning,Organic,Longueuil,Quebec,Canada,3
371,Natalie,Pelletier,natalie.pelletier543@shaw.ca,2024-03-04,New,Paid Ads,Winnipeg,Manitoba,Canada,2
372,James,Morin,james.morin411@shaw.ca,2023-11-20,Returning,Organic,Vancouver,British Columbia,Canada,1
373,Amelia,Martin,amelia.martin631@hotmail.com,2024-03-07,New,Paid Ads,Mississauga,Ontario,Canada,1
374,Natalie,Walker,natalie.walker750@shaw.ca,2024-02-03,New,Email,Richmond,British Columbia,Canada,4
375,William,Lee,william.lee729@hotmail.com,2023-05-20,VIP,Organic,Red Deer,Alberta,Canada,5
376,William,Brown,william.brown275@shaw.ca,2024-01-15,New,Email,Winnipeg,Manitoba,Canada,6
377,Hannah,Nguyen,hannah.nguyen945@gmail.com,2023-12-10,New,Organic,Halifax,Nova Scotia,Canada,2
378,Laura,Smith,laura.smith766@hotmail.com,2023-06-02,Returning,Email,Vancouver,British Columbia,Canada,3
379,Isabella,Gagnon,isabella.gagnon609@gmail.com,2024-08-06,VIP,Referral,Winnipeg,Manitoba,Canada,6
380,Natalie,Wilson,natalie.wilson594@hotmail.com,2023-08-31,Returning,Paid Ads,Winnipeg,Manitoba,Canada,3
381,Ava,Roy,ava.roy564@hotmail.com,2023-08-14,New,Organic,Halifax,Nova Scotia,Canada,1
382,Sophia,Lewis,sophia.lewis525@telus.net,2024-05-20,Returning,Paid Ads,Burnaby,British Columbia,Canada,5
383,Oliver,Lopez,oliver.lopez420@shaw.ca,2023-02-23,VIP,Organic,Edmonton,Alberta,Canada,1
384,Laura,Lewis,laura.lewis233@telus.net,2023-04-09,Returning,Organic,Ottawa,Ontario,Canada,5
385,Madison,Young,madison.young347@hotmail.com,2024-05-04,Returning,Paid Ads,Winnipeg,Manitoba,Canada,6
386,Ethan,Taylor,ethan.taylor244@shaw.ca,2023-05-25,New,Email,Hamilton,Ontario,Canada,3
387,Emma,Johnson,emma.johnson354@telus.net,2023-04-30,Returning,Organic,Hamilton,Ontario,Canada,1
388,Laura,Tremblay,laura.tremblay294@hotmail.com,2024-08-02,Returning,Paid Ads,Edmonton,Alberta,Canada,3
389,Madison,Martin,madison.martin415@telus.net,2024-09-08,New,Referral,Longueuil,Quebec,Canada,4
390,Oliver,Smith,oliver.smith346@telus.net,2024-06-24,VIP,Organic,Surrey,British Columbia,Canada,2
391,Isabella,Kaur,isabella.kaur388@gmail.com,2023-11-28,New,Referral,Toronto,Ontario,Canada,1
392,Oliver,Nguyen,oliver.nguyen649@hotmail.com,2023-09-18,Returning,Paid Ads,Halifax,Nova Scotia,Canada,4
393,Emily,Bouchard,emily.bouchard370@shaw.ca,2023-02-07,New,Organic,Surrey,British Columbia,Canada,2
394,Zoe,Young,zoe.young510@gmail.com,2024-03-29,VIP,Email,Quebec City,Quebec,Canada,5
395,Olivia,Kaur,olivia.kaur666@hotmail.com,2024-08-15,New,Organic,Winnipeg,Manitoba,Canada,6
396,Ella,Brown,ella.brown945@hotmail.com,2023-12-15,VIP,Referral,Longueuil,Quebec,Canada,2
397,Daniel,Clark,daniel.clark199@shaw.ca,2023-02-09,Returning,Organic,Winnipeg,Manitoba,Canada,1
398,Benjamin,Young,benjamin.young873@hotmail.com,2023-09-19,Returning,Email,London,Ontario,Canada,4
399,Charlotte,Thompson,charlotte.thompson146@gmail.com,2023-12-19,New,Email,Winnipeg,Manitoba,Canada,1
400,Olivia,Anderson,olivia.anderson631@telus.net,2023-12-29,New,Organic,Halifax,Nova Scotia,Canada,2
401,Ethan,Anderson,ethan.anderson727@hotmail.com,2023-12-22,Returning,Paid Ads,Winnipeg,Manitoba,Canada,4
402,Noah,Martin,noah.martin619@hotmail.com,2023-01-07,VIP,Organic,Quebec City,Quebec,Canada,2
403,Rachel,Patel,rachel.patel586@hotmail.com,2023-01-31,Returning,Paid Ads,Winnipeg,Manitoba,Canada,3
404,Rachel,Smith,rachel.smith526@gmail.com,2024-03-12,Returning,Referral,Ottawa,Ontario,Canada,2
405,Alexander,Walker,alexander.walker371@telus.net,2023-12-22,Returning,Organic,Halifax,Nova Scotia,Canada,5
406,Chloe,Roy,chloe.roy697@gmail.com,2024-06-07,New,Email,Winnipeg,Manitoba,Canada,5
407,Oliver,Martin,oliver.martin941@shaw.ca,2023-02-15,New,Organic,Winnipeg,Manitoba,Canada,1
408,Hannah,White,hannah.white295@gmail.com,2023-12-26,New,Email,Coquitlam,British Columbia,Canada,5
409,Emily,Lopez,emily.lopez522@shaw.ca,2024-11-05,New,Referral,Hamilton,Ontario,Canada,6
410,Grace,Thompson,grace.thompson822@gmail.com,2024-03-30,Returning,Email,Longueuil,Quebec,Canada,2
411,Charlotte,Patel,charlotte.patel778@hotmail.com,2024-02-16,Returning,Paid Ads,Red Deer,Alberta,Canada,5
412,Oliver,Patel,oliver.patel570@shaw.ca,2023-10-05,VIP,Email,Quebec City,Quebec,Canada,4
413,Julia,Singh,julia.singh792@hotmail.com,2023-08-30,VIP,Email,London,Ontario,Canada,1
414,Madison,Bouchard,madison.bouchard296@telus.net,2024-06-07,New,Paid Ads,Halifax,Nova Scotia,Canada,6
415,Ava,Lee,ava.lee404@shaw.ca,2024-12-05,New,Email,Winnipeg,Manitoba,Canada,3
416,Madison,Walker,madison.walker424@telus.net,2023-07-29,VIP,Email,Halifax,Nova Scotia,Canada,5
417,Oliver,Young,oliver.young224@hotmail.com,2024-12-16,Returning,Referral,Winnipeg,Manitoba,Canada,4
418,Alexander,Clark,alexander.clark938@telus.net,2024-01-16,New,Organic,Winnipeg,Manitoba,Canada,3
419,Liam,Gagnon,liam.gagnon394@gmail.com,2023-02-02,New,Referral,Edmonton,Alberta,Canada,3
420,Grace,Brown,grace.brown865@hotmail.com,2024-04-03,Returning,Paid Ads,Hamilton,Ontario,Canada,2
421,Oliver,Thompson,oliver.thompson675@hotmail.com,2024-03-05,New,Email,Red Deer,Alberta,Canada,1
422,Grace,Lee,grace.lee348@shaw.ca,2023-04-09,New,Referral,Calgary,Alberta,Canada,5
423,Olivia,Clark,olivia.clark153@shaw.ca,2023-06-06,New,Email,Winnipeg,Manitoba,Canada,2
424,Emma,Wright,emma.wright797@gmail.com,2024-11-17,Returning,Paid Ads,Hamilton,Ontario,Canada,3
425,Madison,Anderson,madison.anderson516@shaw.ca,2024-06-22,VIP,Paid Ads,Coquitlam,British Columbia,Canada,4
426,Chloe,Morin,chloe.morin874@shaw.ca,2024-03-15,New,Organic,Longueuil,Quebec,Canada,5
427,Ella,Hall,ella.hall767@gmail.com,2023-03-25,New,Organic,Toronto,Ontario,Canada,5
428,Alexander,White,alexander.white527@shaw.ca,2024-01-22,New,Paid Ads,Winnipeg,Manitoba,Canada,4
429,Natalie,Pelletier,natalie.pelletier906@telus.net,2024-06-10,Returning,Referral,Calgary,Alberta,Canada,1
430,Oliver,Martin,oliver.martin109@gmail.com,2024-06-07,Returning,Email,Halifax,Nova Scotia,Canada,3
431,Ella,Kaur,ella.kaur391@hotmail.com,2024-08-06,New,Organic,Winnipeg,Manitoba,Canada,1
432,Ethan,Wilson,ethan.wilson971@shaw.ca,2024-08-27,Returning,Referral,Winnipeg,Manitoba,Canada,3
433,James,Lopez,james.lopez438@gmail.com,2024-11-16,Returning,Referral,Mississauga,Ontario,Canada,3
434,Amelia,Roberts,amelia.roberts114@shaw.ca,2023-12-15,New,Organic,Quebec City,Quebec,Canada,4
435,Zoe,Hall,zoe.hall279@shaw.ca,2024-01-13,Returning,Paid Ads,London,Ontario,Canada,1
436,Daniel,Bouchard,daniel.bouchard627@telus.net,2023-07-25,Returning,Paid Ads,Halifax,Nova Scotia,Canada,4
437,Noah,Brown,noah.brown243@shaw.ca,2024-06-04,New,Organic,Montreal,Quebec,Canada,4
438,Oliver,Hall,oliver.hall492@hotmail.com,2024-05-15,New,Email,Calgary,Alberta,Canada,3
439,Ava,Lopez,ava.lopez696@hotmail.com,2023-03-05,New,Email,Ottawa,Ontario,Canada,5
440,Zoe,Kaur,zoe.kaur809@hotmail.com,2023-10-01,Returning,Paid Ads,Richmond,British Columbia,Canada,6
441,Ava,Johnson,ava.johnson414@telus.net,2024-05-09,Returning,Email,Halifax,Nova Scotia,Canada,3
442,Amelia,King,amelia.king754@gmail.com,2023-10-28,Returning,Email,Halifax,Nova Scotia,Canada,6
443,Julia,Walker,julia.walker324@shaw.ca,2024-02-29,New,Paid Ads,London,Ontario,Canada,3
444,Charlotte,Chen,charlotte.chen525@hotmail.com,2023-03-29,New,Email,Edmonton,Alberta,Canada,1
445,Grace,Singh,grace.singh796@shaw.ca,2023-02-15,New,Email,Laval,Quebec,Canada,6
446,Madison,Nguyen,madison.nguyen640@telus.net,2023-03-27,New,Organic,Coquitlam,British Columbia,Canada,2
447,Grace,Young,grace.young163@gmail.com,2023-08-30,New,Paid Ads,Coquitlam,British Columbia,Canada,1
448,Rachel,Singh,rachel.singh268@shaw.ca,2024-08-11,New,Paid Ads,Winnipeg,Manitoba,Canada,2
449,Noah,Bouchard,noah.bouchard796@gmail.com,2023-06-15,Returning,Paid Ads,Winnipeg,Manitoba,Canada,2
450,Isabella,Lewis,isabella.lewis622@gmail.com,2023-05-23,New,Referral,Winnipeg,Manitoba,Canada,4
451,Ethan,Roy,ethan.roy625@shaw.ca,2023-11-01,VIP,Organic,Surrey,British Columbia,Canada,3
452,Lucas,Lopez,lucas.lopez788@telus.net,2024-09-26,New,Paid Ads,Winnipeg,Manitoba,Canada,1
453,Sarah,Walker,sarah.walker360@telus.net,2023-12-25,Returning,Organic,Halifax,Nova Scotia,Canada,2
454,Rachel,Smith,rachel.smith146@gmail.com,2024-12-16,VIP,Paid Ads,Halifax,Nova Scotia,Canada,4
455,Lucas,Young,lucas.young170@gmail.com,2023-11-14,Returning,Referral,Halifax,Nova Scotia,Canada,3
456,Julia,Chen,julia.chen284@telus.net,2024-01-18,New,Email,Richmond,British Columbia,Canada,4
457,Madison,Anderson,madison.anderson491@hotmail.com,2024-01-25,Returning,Paid Ads,Halifax,Nova Scotia,Canada,3
458,Ethan,Bouchard,ethan.bouchard799@gmail.com,2023-05-07,Returning,Paid Ads,Longueuil,Quebec,Canada,6
459,Hannah,Bouchard,hannah.bouchard221@hotmail.com,2023-01-12,New,Organic,Winnipeg,Manitoba,Canada,1
460,Amelia,Singh,amelia.singh954@shaw.ca,2023-10-28,Returning,Referral,Laval,Quebec,Canada,6
461,Emily,Gagnon,emily.gagnon789@telus.net,2023-12-22,Returning,Organic,Richmond,British Columbia,Canada,5
462,Zoe,Singh,zoe.singh353@shaw.ca,2024-11-25,New,Email,Longueuil,Quebec,Canada,2
463,Ethan,Young,ethan.young996@shaw.ca,2024-10-23,New,Email,Edmonton,Alberta,Canada,1
464,Zoe,Gagnon,zoe.gagnon729@telus.net,2023-02-28,Returning,Paid Ads,Vancouver,British Columbia,Canada,3
465,Madison,Morin,madison.morin168@shaw.ca,2023-02-04,New,Paid Ads,Burnaby,British Columbia,Canada,1
466,Emma,Nguyen,emma.nguyen350@gmail.com,2023-11-28,New,Organic,Surrey,British Columbia,Canada,2
467,Zoe,Johnson,zoe.johnson652@shaw.ca,2023-01-24,New,Email,Longueuil,Quebec,Canada,4
468,Isabella,Gagnon,isabella.gagnon339@hotmail.com,2023-12-30,Returning,Email,Burnaby,British Columbia,Canada,2
469,Rachel,Morin,rachel.morin342@hotmail.com,2024-11-19,Returning,Organic,Halifax,Nova Scotia,Canada,4
470,Ella,Tremblay,ella.tremblay523@shaw.ca,2023-09-07,Returning,Email,Red Deer,Alberta,Canada,4
471,Ella,Lee,ella.lee741@shaw.ca,2024-07-31,Returning,Email,Coquitlam,British Columbia,Canada,6
472,Hannah,Wright,hannah.wright452@gmail.com,2023-10-22,New,Referral,Winnipeg,Manitoba,Canada,2
473,Chloe,Clark,chloe.clark518@telus.net,2023-09-03,New,Referral,Quebec City,Quebec,Canada,5
474,Charlotte,Walker,charlotte.walker346@telus.net,2024-06-13,Returning,Referral,Laval,Quebec,Canada,1
475,Laura,White,laura.white159@telus.net,2024-06-03,New,Paid Ads,Mississauga,Ontario,Canada,2
476,William,Wright,william.wright348@telus.net,2024-06-09,VIP,Referral,Laval,Quebec,Canada,5
477,Mia,Thompson,mia.thompson967@telus.net,2024-07-06,New,Email,Toronto,Ontario,Canada,5
478,Liam,Brown,liam.brown374@gmail.com,2024-09-14,Returning,Referral,Winnipeg,Manitoba,Canada,1
479,Benjamin,Clark,benjamin.clark292@gmail.com,2023-03-25,Returning,Paid Ads,Winnipeg,Manitoba,Canada,1
480,Sarah,Gagnon,sarah.gagnon313@telus.net,2023-01-28,New,Organic,Winnipeg,Manitoba,Canada,5
481,Laura,Morin,laura.morin316@gmail.com,2024-03-24,Returning,Email,Ottawa,Ontario,Canada,4
482,Julia,Thompson,julia.thompson348@telus.net,2023-10-28,New,Referral,Halifax,Nova Scotia,Canada,3
483,Grace,Nguyen,grace.nguyen345@telus.net,2023-01-10,New,Paid Ads,Halifax,Nova Scotia,Canada,2
484,William,Hall,william.hall646@telus.net,2024-08-27,New,Paid Ads,Hamilton,Ontario,Canada,1
485,Chloe,Young,chloe.young625@hotmail.com,2023-09-14,New,Email,Ottawa,Ontario,Canada,3
486,Natalie,Chen,natalie.chen879@telus.net,2024-05-27,New,Paid Ads,Montreal,Quebec,Canada,4
487,Rachel,Hall,rachel.hall523@hotmail.com,2023-10-11,New,Organic,Edmonton,Alberta,Canada,5
