order_id,order_key,order_date,quantity,discount_pct,item_price,payment_method,net_revenue,product_name,unit_cost,unit_margin,unit_price,category_name,customer_name,customer_type,acquisition_channel,country,city,signup_date,region_name
788,2470,2/2/2024,4,5,8,PayPal,30.4,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Emily Clark,VIP,Organic,Canada,Edmonton,2/6/2023,British Columbia
4495,2471,9/8/2024,1,20,9.6,Debit,7.68,Scrunchie Style 46,2,5,8,Classic Scrunchies,Alexander Pelletier,New,Organic,Canada,Edmonton,10/25/2024,Prairies
2645,2472,9/28/2024,2,10,14,Credit Card,25.2,Scrunchie Style 31,2,12,14,Seasonal Prints,Ava Gagnon,Returning,Organic,Canada,Halifax,3/11/2024,Quebec
2165,2473,3/23/2024,1,5,13.7,Debit,13.015,Scrunchie Style 19,3,8,11,Classic Scrunchies,James Wright,Returning,Email,Canada,Halifax,6/24/2024,Prairies
4458,2474,9/14/2023,4,15,13,PayPal,44.2,Scrunchie Style 45,2,6,8,Luxury Silk Scrunchies,Julia Brown,Returning,Organic,Canada,Halifax,11/18/2024,Prairies
204,2475,9/3/2024,3,15,14.9,Debit,37.995,Scrunchie Style 24,3,11,14,Classic Scrunchies,Noah Thompson,Returning,Organic,Canada,Edmonton,11/23/2023,Alberta
3218,2476,4/10/2024,4,5,8.2,PayPal,31.16,Scrunchie Style 25,3,8,12,Classic Scrunchies,Charlotte Walker,Returning,Referral,Canada,Laval,6/13/2024,Quebec
2492,2477,2/22/2024,4,0,10.2,Debit,40.8,Scrunchie Style 35,2,12,14,Seasonal Prints,Laura White,New,Organic,Canada,Surrey,6/16/2023,Ontario
4823,2478,6/4/2024,3,20,10,Debit,24,Scrunchie Style 8,3,3,6,Seasonal Prints,Hannah Lee,New,Referral,Canada,Mississauga,10/26/2024,Alberta
2039,2479,3/15/2024,2,20,12.1,Debit,19.36,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Emma Roberts,Returning,Organic,Canada,Surrey,11/15/2023,Alberta
3369,2480,1/15/2024,2,5,13.7,Debit,26.03,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Ava Walker,Returning,Email,Canada,Burnaby,2/4/2024,Ontario
3559,2481,5/20/2024,1,10,10.4,Credit Card,9.36,Scrunchie Style 28,2,7,10,Luxury Silk Scrunchies,Ethan White,New,Referral,Canada,Surrey,7/17/2024,Prairies
4058,2482,12/9/2024,1,20,10.4,Debit,8.32,Scrunchie Style 12,2,6,8,Seasonal Prints,William King,VIP,Email,Canada,Halifax,4/6/2023,Alberta
4863,2483,1/13/2024,2,20,11.5,Debit,18.4,Scrunchie Style 33,3,4,7,Mini Scrunchies,Amelia Wright,Returning,Referral,Canada,Longueuil,5/12/2024,Atlantic
1227,2484,12/16/2023,3,15,12.7,Debit,32.385,Scrunchie Style 16,4,8,12,Luxury Silk Scrunchies,Chloe Martin,New,Organic,Canada,Winnipeg,3/6/2024,Atlantic
4491,2485,7/23/2023,4,15,7.8,Credit Card,26.52,Scrunchie Style 26,4,4,9,Seasonal Prints,Daniel Wright,Returning,Email,Canada,Ottawa,7/19/2024,Prairies
4344,2486,8/24/2024,3,15,14.7,Debit,37.485,Scrunchie Style 12,2,6,8,Seasonal Prints,Lucas Brown,Returning,Email,Canada,Edmonton,10/5/2023,Quebec
3512,2487,11/17/2024,4,20,6.8,Credit Card,21.76,Scrunchie Style 23,3,8,12,Mini Scrunchies,Mia Martin,New,Email,Canada,Halifax,11/11/2024,Quebec
914,2488,10/18/2024,4,20,6.2,Debit,19.84,Scrunchie Style 49,3,8,11,Luxury Silk Scrunchies,Oliver Lopez,Returning,Organic,Canada,Quebec City,12/20/2023,Ontario
1420,2489,6/19/2024,2,20,9.2,Debit,14.72,Scrunchie Style 26,4,4,9,Seasonal Prints,Charlotte Clark,Returning,Email,Canada,Halifax,3/15/2023,Atlantic
2704,2490,10/19/2023,2,10,12.3,PayPal,22.14,Scrunchie Style 41,3,4,8,Mini Scrunchies,Liam Kaur,New,Email,Canada,Winnipeg,2/5/2024,Quebec
356,2491,6/19/2023,3,10,14.8,Credit Card,39.96,Scrunchie Style 13,4,10,14,Scrunchie Bundles,Emily King,New,Email,Canada,Halifax,8/2/2023,Alberta
3473,2492,10/2/2023,4,10,14.4,Debit,51.84,Scrunchie Style 23,3,8,12,Mini Scrunchies,Ethan Morin,Returning,Email,Canada,Red Deer,5/30/2024,Alberta
241,2493,2/16/2024,3,0,12.2,Debit,36.6,Scrunchie Style 31,2,12,14,Seasonal Prints,James Wilson,Returning,Organic,Canada,Mississauga,4/10/2023,Atlantic
1911,2494,9/7/2024,1,20,9.9,PayPal,7.92,Scrunchie Style 36,2,6,9,Scrunchie Bundles,Zoe Hall,Returning,Paid Ads,Canada,London,1/13/2024,Quebec
2277,2495,3/27/2024,2,20,11.4,Debit,18.24,Scrunchie Style 27,3,4,7,Seasonal Prints,William Smith,New,Organic,Canada,Halifax,7/24/2024,Alberta
621,2496,9/17/2023,2,5,14.7,Credit Card,27.93,Scrunchie Style 36,2,6,9,Scrunchie Bundles,Charlotte King,New,Referral,Canada,Red Deer,1/24/2024,Alberta
855,2497,9/27/2023,4,5,8.4,Credit Card,31.92,Scrunchie Style 47,3,4,8,Luxury Silk Scrunchies,Madison Taylor,New,Paid Ads,Canada,London,7/7/2024,Atlantic
3744,2498,4/23/2023,2,0,10.3,PayPal,20.6,Scrunchie Style 42,4,7,11,Classic Scrunchies,Daniel Clark,Returning,Organic,Canada,Winnipeg,2/9/2023,Atlantic
2315,2499,2/19/2024,3,5,12.2,Credit Card,34.77,Scrunchie Style 23,3,8,12,Mini Scrunchies,Julia Walker,New,Organic,Canada,Hamilton,1/28/2023,Alberta
3201,2500,6/22/2024,4,10,6.1,Debit,21.96,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Liam Patel,New,Paid Ads,Canada,Winnipeg,7/3/2024,Prairies
3625,2501,9/14/2024,4,0,9.4,Credit Card,37.6,Scrunchie Style 3,3,11,15,Seasonal Prints,Hannah Tremblay,Returning,Organic,Canada,Halifax,6/11/2024,Quebec
1061,2502,12/3/2024,1,0,11.1,Debit,11.1,Scrunchie Style 30,2,7,10,Mini Scrunchies,Grace Pelletier,VIP,Email,Canada,Halifax,5/5/2024,Quebec
382,2503,9/21/2024,3,0,14.1,PayPal,42.3,Scrunchie Style 32,3,6,9,Mini Scrunchies,William Lopez,New,Organic,Canada,Edmonton,11/22/2024,Atlantic
1133,2504,3/29/2024,4,15,14.9,PayPal,50.66,Scrunchie Style 15,3,8,11,Mini Scrunchies,Charlotte Kaur,New,Paid Ads,Canada,Halifax,2/8/2024,British Columbia
2477,2505,9/6/2023,2,5,11,Debit,20.9,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Madison Thompson,New,Referral,Canada,Edmonton,8/10/2024,Prairies
3136,2506,8/13/2023,2,20,14.5,Credit Card,23.2,Scrunchie Style 11,3,7,10,Mini Scrunchies,Natalie White,New,Paid Ads,Canada,Quebec City,1/16/2024,Prairies
2839,2507,12/6/2024,4,15,6.9,Credit Card,23.46,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Oliver Anderson,Returning,Organic,Canada,Edmonton,3/31/2024,Ontario
2080,2508,12/12/2024,2,10,12.3,Debit,22.14,Scrunchie Style 26,4,4,9,Seasonal Prints,Chloe Lewis,Returning,Email,Canada,Montreal,1/9/2024,Prairies
945,2509,12/10/2024,4,15,9.6,Credit Card,32.64,Scrunchie Style 34,2,7,9,Classic Scrunchies,Benjamin Tremblay,New,Email,Canada,Mississauga,8/8/2023,Alberta
3963,2510,3/2/2023,4,10,12.8,PayPal,46.08,Scrunchie Style 1,2,9,11,Mini Scrunchies,Laura King,VIP,Paid Ads,Canada,Hamilton,4/24/2023,British Columbia
4202,2511,7/8/2024,4,20,13.8,Credit Card,44.16,Scrunchie Style 11,3,7,10,Mini Scrunchies,Alexander Wright,New,Organic,Canada,Red Deer,1/6/2024,Prairies
2530,2512,4/15/2024,2,20,6.5,Credit Card,10.4,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Benjamin Singh,New,Email,Canada,Ottawa,8/8/2024,Quebec
4302,2513,6/5/2023,2,5,14.4,Debit,27.36,Scrunchie Style 26,4,4,9,Seasonal Prints,Natalie Clark,New,Email,Canada,Edmonton,12/9/2023,Ontario
3319,2514,6/13/2023,3,15,6.6,PayPal,16.83,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Hannah Patel,Returning,Organic,Canada,Mississauga,6/19/2024,British Columbia
835,2515,1/14/2024,1,20,12.8,Debit,10.24,Scrunchie Style 35,2,12,14,Seasonal Prints,Noah Clark,VIP,Email,Canada,Winnipeg,3/28/2023,Alberta
3751,2516,5/2/2024,2,10,6.6,Debit,11.88,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Zoe Morin,New,Paid Ads,Canada,Winnipeg,3/28/2023,Quebec
4185,2517,1/14/2024,4,20,13.8,PayPal,44.16,Scrunchie Style 9,3,9,12,Seasonal Prints,Ava Morin,Returning,Email,Canada,Halifax,6/14/2023,Quebec
3388,2518,5/4/2023,2,5,7.8,Debit,14.82,Scrunchie Style 28,2,7,10,Luxury Silk Scrunchies,Amelia Roy,Returning,Email,Canada,Edmonton,8/31/2024,Alberta
4992,2519,8/4/2023,2,10,9.9,Debit,17.82,Scrunchie Style 19,3,8,11,Classic Scrunchies,Charlotte Patel,New,Email,Canada,Calgary,9/20/2024,Atlantic
4239,2520,3/30/2023,4,0,14.4,Credit Card,57.6,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Charlotte Chen,New,Paid Ads,Canada,Halifax,3/31/2023,Atlantic
207,2521,12/27/2023,3,5,13.1,Debit,37.335,Scrunchie Style 23,3,8,12,Mini Scrunchies,Sophia Johnson,New,Referral,Canada,Halifax,5/19/2024,Alberta
3535,2522,10/10/2024,4,5,13.1,Credit Card,49.78,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Charlotte Lee,Returning,Referral,Canada,Laval,1/8/2024,Alberta
2053,2523,12/8/2024,3,0,12.9,Debit,38.7,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Sophia Roberts,New,Organic,Canada,Winnipeg,2/20/2023,Alberta
4307,2524,7/15/2024,2,20,11.1,Debit,17.76,Scrunchie Style 16,4,8,12,Luxury Silk Scrunchies,Sophia Anderson,New,Email,Canada,Winnipeg,4/27/2024,Atlantic
29,2525,9/3/2023,4,5,14.6,Credit Card,55.48,Scrunchie Style 7,2,6,8,Seasonal Prints,Emily Anderson,Returning,Organic,Canada,Winnipeg,8/3/2024,Alberta
1214,2526,8/21/2023,2,0,13.5,Debit,27,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Charlotte White,New,Paid Ads,Canada,Laval,3/10/2023,British Columbia
188,2527,12/22/2024,4,0,10,PayPal,40,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Hannah Walker,Returning,Paid Ads,Canada,Halifax,8/19/2023,Prairies
1861,2528,6/24/2023,2,5,12.7,PayPal,24.13,Scrunchie Style 9,3,9,12,Seasonal Prints,Liam Gagnon,Returning,Paid Ads,Canada,Red Deer,4/9/2023,Atlantic
2573,2529,2/9/2023,2,15,15,Credit Card,25.5,Scrunchie Style 47,3,4,8,Luxury Silk Scrunchies,Emily White,New,Paid Ads,Canada,Hamilton,4/1/2024,Atlantic
4015,2530,2/29/2024,2,5,13.8,Debit,26.22,Scrunchie Style 23,3,8,12,Mini Scrunchies,Olivia Martin,Returning,Email,Canada,Winnipeg,7/21/2023,Ontario
4253,2531,3/6/2023,4,15,6,Debit,20.4,Scrunchie Style 43,4,6,10,Mini Scrunchies,William Gagnon,Returning,Organic,Canada,Red Deer,2/2/2024,Prairies
2128,2532,8/27/2024,3,20,12.6,Debit,30.24,Scrunchie Style 4,4,10,14,Scrunchie Bundles,Emma Roy,VIP,Email,Canada,Winnipeg,5/6/2024,British Columbia
1892,2533,12/18/2023,2,0,14.1,Debit,28.2,Scrunchie Style 43,4,6,10,Mini Scrunchies,Charlotte Walker,Returning,Referral,Canada,Laval,6/13/2024,Atlantic
2708,2534,9/1/2024,4,10,9,PayPal,32.4,Scrunchie Style 26,4,4,9,Seasonal Prints,Sophia White,VIP,Paid Ads,Canada,Mississauga,6/3/2023,Ontario
1742,2535,10/4/2023,4,5,14.8,Credit Card,56.24,Scrunchie Style 41,3,4,8,Mini Scrunchies,Rachel Nguyen,New,Email,Canada,Quebec City,4/3/2024,British Columbia
2674,2536,10/12/2023,2,10,9.6,Credit Card,17.28,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Zoe Bouchard,VIP,Organic,Canada,Longueuil,5/2/2024,British Columbia
1814,2537,10/13/2024,2,20,9.8,Debit,15.68,Scrunchie Style 31,2,12,14,Seasonal Prints,Noah White,VIP,Email,Canada,Red Deer,7/24/2023,Atlantic
4328,2538,3/18/2023,3,5,7.5,Debit,21.375,Scrunchie Style 17,3,4,7,Mini Scrunchies,Zoe Bouchard,VIP,Organic,Canada,Longueuil,5/2/2024,Prairies
160,2539,5/3/2023,2,10,6.9,Credit Card,12.42,Scrunchie Style 9,3,9,12,Seasonal Prints,Chloe Patel,Returning,Referral,Canada,London,11/30/2024,Atlantic
344,2540,8/28/2024,3,20,10.8,PayPal,25.92,Scrunchie Style 27,3,4,7,Seasonal Prints,Ethan Johnson,New,Referral,Canada,Winnipeg,1/15/2023,Ontario
205,2541,3/30/2023,1,15,11.4,Debit,9.69,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Liam Clark,New,Organic,Canada,Halifax,8/31/2023,Ontario
3043,2542,5/13/2024,4,20,9.3,Credit Card,29.76,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Sophia Wilson,New,Organic,Canada,Surrey,6/20/2024,Quebec
2886,2543,3/8/2024,3,5,11.5,PayPal,32.775,Scrunchie Style 4,4,10,14,Scrunchie Bundles,James Wright,Returning,Referral,Canada,Calgary,12/14/2024,Quebec
305,2544,11/5/2023,2,5,9.6,PayPal,18.24,Scrunchie Style 43,4,6,10,Mini Scrunchies,Ethan Lopez,VIP,Email,Canada,Hamilton,9/18/2023,Alberta
2718,2545,6/11/2024,3,5,13.8,Debit,39.33,Scrunchie Style 3,3,11,15,Seasonal Prints,Sophia Brown,VIP,Paid Ads,Canada,Burnaby,10/30/2023,Quebec
3942,2546,10/9/2024,2,20,14.6,Debit,23.36,Scrunchie Style 24,3,11,14,Classic Scrunchies,Hannah Lewis,Returning,Organic,Canada,Toronto,3/22/2024,Atlantic
400,2547,10/6/2023,3,5,11.3,PayPal,32.205,Scrunchie Style 18,2,9,11,Scrunchie Bundles,Charlotte White,New,Referral,Canada,Quebec City,3/19/2023,Ontario
3521,2548,10/13/2023,4,20,13.6,PayPal,43.52,Scrunchie Style 32,3,6,9,Mini Scrunchies,Zoe Nguyen,Returning,Referral,Canada,Coquitlam,7/7/2023,Atlantic
986,2549,9/7/2024,3,0,13.7,Debit,41.1,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Julia Bouchard,New,Organic,Canada,Coquitlam,5/2/2024,Quebec
1806,2550,8/3/2024,1,0,12.4,PayPal,12.4,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Julia Wilson,New,Paid Ads,Canada,Halifax,7/25/2023,Quebec
2097,2551,6/18/2024,4,0,7.7,Credit Card,30.8,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Rachel Singh,New,Organic,Canada,Toronto,4/26/2023,Alberta
4302,2552,6/5/2023,3,10,7.4,Debit,19.98,Scrunchie Style 29,2,5,8,Mini Scrunchies,Natalie Clark,New,Email,Canada,Edmonton,12/9/2023,Ontario
1460,2553,9/4/2024,1,0,14.3,Credit Card,14.3,Scrunchie Style 32,3,6,9,Mini Scrunchies,Laura Chen,VIP,Paid Ads,Canada,Winnipeg,5/11/2023,British Columbia
1346,2554,12/18/2023,1,0,8.4,Debit,8.4,Scrunchie Style 25,3,8,12,Classic Scrunchies,Ava Lopez,New,Email,Canada,Ottawa,3/5/2023,British Columbia
231,2555,5/11/2023,3,20,8.2,Credit Card,19.68,Scrunchie Style 12,2,6,8,Seasonal Prints,Charlotte Johnson,Returning,Email,Canada,Edmonton,2/23/2023,Prairies
3783,2556,9/20/2023,4,20,7.5,Credit Card,24,Scrunchie Style 46,2,5,8,Classic Scrunchies,Ella Thompson,VIP,Paid Ads,Canada,Winnipeg,4/9/2024,British Columbia
3501,2557,12/31/2023,3,5,10.8,PayPal,30.78,Scrunchie Style 9,3,9,12,Seasonal Prints,James Tremblay,Returning,Organic,Canada,Halifax,6/20/2024,Atlantic
883,2558,2/22/2023,4,5,12.1,Debit,45.98,Scrunchie Style 7,2,6,8,Seasonal Prints,Rachel Roy,Returning,Paid Ads,Canada,Mississauga,10/4/2024,Alberta
2774,2559,4/10/2024,4,5,12.1,Debit,45.98,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Grace Morin,New,Referral,Canada,Red Deer,6/5/2023,Alberta
2332,2560,9/23/2023,3,20,8.4,Debit,20.16,Scrunchie Style 20,3,5,8,Mini Scrunchies,Oliver Roy,New,Email,Canada,Laval,9/16/2023,Quebec
433,2561,10/13/2023,1,20,6.9,PayPal,5.52,Scrunchie Style 20,3,5,8,Mini Scrunchies,Isabella Walker,New,Paid Ads,Canada,Calgary,11/14/2024,Quebec
1209,2562,1/19/2024,4,0,8.8,Credit Card,35.2,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Chloe Lewis,VIP,Email,Canada,Winnipeg,11/5/2023,Quebec
2681,2563,7/26/2024,2,15,10.5,PayPal,17.85,Scrunchie Style 11,3,7,10,Mini Scrunchies,Noah Martin,Returning,Email,Canada,Surrey,10/28/2023,Atlantic
2264,2564,6/2/2023,2,20,11.5,PayPal,18.4,Scrunchie Style 39,3,6,9,Classic Scrunchies,Julia Taylor,New,Referral,Canada,Winnipeg,12/18/2023,Alberta
3003,2565,12/4/2023,1,15,8.4,PayPal,7.14,Scrunchie Style 19,3,8,11,Classic Scrunchies,Alexander King,New,Referral,Canada,Winnipeg,8/8/2023,Atlantic
2413,2566,12/30/2023,1,20,7.7,Credit Card,6.16,Scrunchie Style 19,3,8,11,Classic Scrunchies,Liam Patel,New,Paid Ads,Canada,Winnipeg,3/17/2024,British Columbia
1818,2567,3/23/2024,3,20,13.6,PayPal,32.64,Scrunchie Style 43,4,6,10,Mini Scrunchies,Daniel Smith,New,Paid Ads,Canada,Vancouver,8/10/2024,Alberta
618,2568,11/9/2024,4,10,13.7,Debit,49.32,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Chloe Chen,Returning,Paid Ads,Canada,Halifax,9/3/2024,Prairies
4493,2569,9/5/2023,3,15,8.5,Debit,21.675,Scrunchie Style 8,3,3,6,Seasonal Prints,Chloe Taylor,Returning,Referral,Canada,Richmond,4/13/2023,Prairies
2506,2570,4/23/2024,2,10,11,PayPal,19.8,Scrunchie Style 1,2,9,11,Mini Scrunchies,Isabella Bouchard,New,Organic,Canada,Halifax,1/5/2023,Prairies
318,2571,4/20/2023,2,0,10,PayPal,20,Scrunchie Style 23,3,8,12,Mini Scrunchies,Zoe Hall,Returning,Paid Ads,Canada,London,1/13/2024,British Columbia
457,2572,3/21/2024,4,10,7.3,PayPal,26.28,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,William Johnson,VIP,Referral,Canada,Hamilton,6/16/2024,Prairies
501,2573,4/8/2024,4,10,14.5,Debit,52.2,Scrunchie Style 37,3,8,12,Seasonal Prints,William Gagnon,VIP,Email,Canada,Laval,4/27/2023,Ontario
4419,2574,6/21/2023,2,0,6.1,Credit Card,12.2,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Olivia Walker,New,Paid Ads,Canada,Toronto,4/14/2024,Prairies
2316,2575,2/26/2024,3,15,7.7,PayPal,19.635,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Ava Smith,New,Paid Ads,Canada,Vancouver,2/8/2024,Atlantic
3875,2576,9/18/2024,4,5,9.1,Debit,34.58,Scrunchie Style 36,2,6,9,Scrunchie Bundles,Oliver Morin,New,Email,Canada,Red Deer,10/29/2023,Alberta
4974,2577,9/16/2024,3,20,13.7,Debit,32.88,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Laura Lopez,Returning,Paid Ads,Canada,Winnipeg,11/7/2023,Alberta
4775,2578,12/15/2023,4,15,13.1,Credit Card,44.54,Scrunchie Style 15,3,8,11,Mini Scrunchies,Hannah Tremblay,Returning,Organic,Canada,Halifax,6/11/2024,Atlantic
1004,2579,8/29/2023,1,0,11.2,Credit Card,11.2,Scrunchie Style 20,3,5,8,Mini Scrunchies,Julia Roberts,VIP,Email,Canada,Vancouver,12/9/2024,British Columbia
4251,2580,2/14/2023,3,10,12.3,Credit Card,33.21,Scrunchie Style 42,4,7,11,Classic Scrunchies,Ethan White,New,Referral,Canada,Surrey,7/17/2024,Prairies
4197,2581,5/24/2024,2,5,9.1,Credit Card,17.29,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Ava Martin,Returning,Organic,Canada,Winnipeg,3/16/2024,Atlantic
1067,2582,1/23/2024,1,10,14.5,Credit Card,13.05,Scrunchie Style 30,2,7,10,Mini Scrunchies,Oliver Morin,New,Email,Canada,Ottawa,11/18/2024,Alberta
4717,2583,5/13/2023,3,20,6.2,PayPal,14.88,Scrunchie Style 24,3,11,14,Classic Scrunchies,Olivia Brown,New,Paid Ads,Canada,Burnaby,9/10/2024,Prairies
1629,2584,4/25/2024,4,0,6.9,Debit,27.6,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Laura Gagnon,VIP,Organic,Canada,Vancouver,11/29/2023,British Columbia
3235,2585,6/25/2023,2,5,14.3,PayPal,27.17,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Mia Anderson,New,Organic,Canada,Toronto,7/25/2024,Quebec
2282,2586,11/10/2024,4,15,14.5,Credit Card,49.3,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Chloe Martin,New,Email,Canada,Ottawa,6/17/2023,Alberta
4499,2587,4/10/2024,3,15,10.4,PayPal,26.52,Scrunchie Style 29,2,5,8,Mini Scrunchies,Madison Walker,Returning,Referral,Canada,Halifax,4/1/2024,Alberta
2399,2588,11/21/2023,1,0,11.2,PayPal,11.2,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Daniel Lopez,Returning,Email,Canada,Winnipeg,6/4/2024,Ontario
3239,2589,8/31/2024,3,0,14.1,Credit Card,42.3,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Daniel Lewis,New,Email,Canada,Edmonton,3/20/2024,Quebec
4355,2590,5/8/2023,2,10,13.7,Credit Card,24.66,Scrunchie Style 24,3,11,14,Classic Scrunchies,Ella White,New,Organic,Canada,Toronto,6/17/2023,Alberta
3670,2591,2/19/2023,1,5,13.8,PayPal,13.11,Scrunchie Style 26,4,4,9,Seasonal Prints,Liam Gagnon,New,Referral,Canada,Toronto,10/27/2023,Quebec
4716,2592,7/2/2023,2,20,9.4,Credit Card,15.04,Scrunchie Style 2,3,6,10,Scrunchie Bundles,James Young,New,Paid Ads,Canada,Surrey,11/25/2023,Ontario
1466,2593,2/14/2023,4,0,13.5,Credit Card,54,Scrunchie Style 46,2,5,8,Classic Scrunchies,Zoe Tremblay,New,Paid Ads,Canada,Halifax,7/28/2023,Quebec
1962,2594,12/4/2024,1,5,6.6,PayPal,6.27,Scrunchie Style 45,2,6,8,Luxury Silk Scrunchies,William Gagnon,Returning,Referral,Canada,Winnipeg,4/8/2023,Alberta
876,2595,5/29/2023,3,0,10.4,Debit,31.2,Scrunchie Style 34,2,7,9,Classic Scrunchies,Amelia Young,New,Paid Ads,Canada,Ottawa,10/21/2024,British Columbia
4070,2596,12/8/2023,4,0,8.1,Credit Card,32.4,Scrunchie Style 23,3,8,12,Mini Scrunchies,Mia Anderson,VIP,Organic,Canada,Laval,3/29/2024,Quebec
3902,2597,5/4/2023,4,15,6.3,Debit,21.42,Scrunchie Style 41,3,4,8,Mini Scrunchies,Madison Clark,New,Referral,Canada,Calgary,3/15/2024,British Columbia
543,2598,9/16/2023,3,5,11.6,Credit Card,33.06,Scrunchie Style 35,2,12,14,Seasonal Prints,Ella Wright,Returning,Paid Ads,Canada,Edmonton,10/16/2023,British Columbia
3517,2599,6/19/2023,4,15,6.7,PayPal,22.78,Scrunchie Style 15,3,8,11,Mini Scrunchies,Alexander Lewis,VIP,Email,Canada,Halifax,10/4/2023,Quebec
3866,2600,11/20/2023,2,15,7.1,Credit Card,12.07,Scrunchie Style 3,3,11,15,Seasonal Prints,Emma Anderson,Returning,Paid Ads,Canada,Mississauga,10/12/2023,Quebec
4549,2601,4/9/2023,3,5,6.7,PayPal,19.095,Scrunchie Style 12,2,6,8,Seasonal Prints,Lucas Hall,VIP,Paid Ads,Canada,Quebec City,2/12/2024,Prairies
4500,2602,12/15/2024,4,15,14.8,PayPal,50.32,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Laura Pelletier,New,Organic,Canada,Winnipeg,7/25/2024,Atlantic
1019,2603,12/30/2024,1,10,6.4,Debit,5.76,Scrunchie Style 17,3,4,7,Mini Scrunchies,Chloe Clark,New,Referral,Canada,Quebec City,9/3/2023,Quebec
1429,2604,7/26/2023,3,20,8.4,Credit Card,20.16,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Liam Gagnon,New,Referral,Canada,Edmonton,2/2/2023,Atlantic
4979,2605,5/26/2023,3,20,11.9,Credit Card,28.56,Scrunchie Style 27,3,4,7,Seasonal Prints,Amelia Lopez,New,Organic,Canada,Montreal,3/24/2023,Quebec
575,2606,5/20/2023,4,10,13.4,Credit Card,48.24,Scrunchie Style 19,3,8,11,Classic Scrunchies,Chloe Roy,Returning,Referral,Canada,Montreal,9/10/2023,Ontario
1459,2607,12/31/2024,3,0,11.5,Debit,34.5,Scrunchie Style 49,3,8,11,Luxury Silk Scrunchies,Ethan Young,New,Email,Canada,Edmonton,10/23/2024,Prairies
1500,2608,12/25/2024,3,15,14.8,Debit,37.74,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Madison Kaur,New,Organic,Canada,Burnaby,7/5/2023,Atlantic
1492,2609,5/16/2023,3,20,9,Debit,21.6,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Alexander Thompson,VIP,Email,Canada,Halifax,10/17/2024,Atlantic
3173,2610,11/4/2024,3,5,10.3,Credit Card,29.355,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Ella Thompson,VIP,Paid Ads,Canada,Winnipeg,4/9/2024,Quebec
2471,2611,8/19/2023,3,0,13.4,PayPal,40.2,Scrunchie Style 24,3,11,14,Classic Scrunchies,Daniel Smith,New,Paid Ads,Canada,Vancouver,8/10/2024,Ontario
3428,2612,5/23/2023,3,20,12.1,Debit,29.04,Scrunchie Style 24,3,11,14,Classic Scrunchies,Hannah Tremblay,VIP,Email,Canada,Halifax,3/25/2023,Prairies
2516,2613,11/2/2023,2,15,7.9,Credit Card,13.43,Scrunchie Style 19,3,8,11,Classic Scrunchies,Ella Gagnon,New,Email,Canada,Halifax,9/18/2023,Prairies
3552,2614,11/14/2024,4,20,10.5,Debit,33.6,Scrunchie Style 31,2,12,14,Seasonal Prints,Natalie Anderson,New,Email,Canada,Laval,6/15/2023,Ontario
4207,2615,9/7/2024,2,15,14.8,PayPal,25.16,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Emma Gagnon,Returning,Paid Ads,Canada,Halifax,10/28/2024,Alberta
2201,2616,8/15/2024,4,0,13.8,Debit,55.2,Scrunchie Style 20,3,5,8,Mini Scrunchies,Benjamin Lee,New,Paid Ads,Canada,Quebec City,6/21/2023,Prairies
